match_id,date,local_date,local_time,competition,season,home_team,away_team,stadium,home_goals,away_goals
20boml0nnzxlvqvyy0ylfxdlg,2026-01-18Z,2026-01-18,21:00:00,Primera División,,Real Sociedad,Barcelona,Estadio Municipal de Anoeta,2,1
