team_id,player_id,player_name,shirt_number,position,mins_played,accurateBackZonePass,accurateChippedPass,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLongBalls,accuratePass,aerialWon,attemptsConcededIbox,attemptsConcededObox,ballRecovery,bigChanceSaves,carries,diveSave,divingSave,duelWon,effectiveClearance,finalThirdEntries,fwdPass,gameStarted,goalKicks,goalsConceded,goalsConcededIbox,keeperPickUp,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,minsPlayed,openPlayPass,passesLeft,passesRight,possLostAll,possLostCtrl,progressiveCarries,punches,rightsidePass,savedIbox,savedObox,saves,standSave,successfulFinalThirdPasses,successfulOpenPlayPass,totalBackZonePass,totalChippedPass,totalClearance,totalFinalThirdPasses,totalFwdZonePass,totalKeeperSweeper,totalLaunches,totalLongBalls,totalPass,touches,winningGoal,timesTackled,formationPlace,accurateThrows,attemptedTackleFoul,blockedPass,challengeLost,crosses18yard,duelLost,fouls,headPass,interception,interceptionWon,penAreaEntries,possWonAtt3rd,possWonMid3rd,putThrough,successfulPutThrough,totalCross,totalCrossNocorner,totalSubOff,totalTackle,totalThrows,touchesInFinalThird,turnover,unsuccessfulTouch,wonCorners,wonTackle,aerialLost,attOboxTarget,attObxCentre,attOpenplay,attRfTarget,attRfTotal,attSvLowCentre,attemptsObox,backwardPass,effectiveHeadClearance,headClearance,offsideProvoked,ontargetScoringAtt,outfielderBlock,possWonDef3rd,totalScoringAtt,touchesInOppBox,yellowCard,totalContest,wonContest,blockedCross,effectiveBlockedCross,shieldBallOop,accurateCross,accurateCrossNocorner,accurateLayoffs,attBxLeft,attBxRight,attFastbreak,attGoalHighLeft,attIboxGoal,attIboxTarget,attRfGoal,attSvLowLeft,attemptsIbox,bigChanceCreated,bigChanceScored,crosses18yardplus,errorLeadToShot,goalAssist,goalAssistIntentional,goalAssistOpenplay,goals,goalsOpenplay,ontargetAttAssist,shotFastbreak,totalAttAssist,totalFastbreak,totalFlickOn,totalLayoffs,totalPullBack,accurateFreekickCross,attAssistOpenplay,attBxCentre,attHdTarget,attHdTotal,cornerTaken,freekickCross,redCard,totalCornersIntobox,wasFouled,attCorner,attLfTarget,attLfTotal,attSvHighCentre,fouledFinalThird,totalOffside,attCmissLeft,attGoalLowLeft,attHdMiss,attIboxMiss,attLfGoal,attMissLeft,bigChanceMissed,dispossessed,overrun,shotOffTarget,accurateFlickOn,totalSubOn,offtargetAttAssist,totalHighClaim,attCmissRight,attMissRight,clearanceOffLine,attHdPost,attIboxPost,attOboxBlocked,attPostHigh,blockedScoringAtt,hitWoodwork,postScoringAtt,attMissHigh,attIboxBlocked,attOboxMiss,totalThroughBall,attPostLeft,attSvHighRight,accurateThroughBall,attFreekickMiss,attFreekickTotal,attMissHighLeft,attSvLowRight,accuratePullBack,attHdGoal
agh9ifb2mw3ivjusgedj7c3fe,awsod0zmnrukk21d4882ji7e1,R. Araujo,4,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,19,Substitute,5,,,4,,,,,,4,,,,,,3,,,,,,1,,,,,,,2,,,,5,4,,2,2,2,2,,1,,,,,3,4,,,,3,6,,,,4,7,0,0,0,,,,,,,,,,,2,,,,,2,1,,,,7,,,,,,1,1,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
agh9ifb2mw3ivjusgedj7c3fe,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,22,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,3hht0os2uzu234yq550i3fbe2,Marc Casadó,17,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,29pq64smaxdwlraopnxoleqxh,João Cancelo,2,Substitute,28,3,,11,,,,,,13,,3,1,,,7,,,3,3,5,6,,,1,1,,,6,,,1,28,16,2,6,5,5,4,,3,,,,,6,13,3,,3,9,15,,,,16,28,0,0,0,1,,1,,2,,,2,1,1,1,,,1,1,2,2,,2,1,12,1,1,,,,,,,,,,,1,1,1,,,,,,2,,1,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,afxjicw89683nlpms9yy5x51x,R. Lewandowski,9,Substitute,28,,,2,,,,,,2,,3,1,,,2,,,,1,,1,,,1,1,,,,1,1,,28,2,1,,2,2,1,,1,,,,,1,2,,,1,1,2,,,,2,7,0,1,0,,1,,,,2,1,,,,,,,,,,,,,,4,1,1,,,,,,2,,,,,,1,1,,1,,,2,3,1,,,,,,,,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,1,1,,,1,,,,1,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,18,Substitute,5,2,,5,,,,,,7,,,,1,,1,,,,,1,3,,,,,,,,,,,5,9,2,,2,2,1,,5,,,,,3,7,2,,,4,7,,,,9,9,0,0,0,,1,,,,1,1,2,,,,,1,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,604osk9a3lxpfpkavuziqmn6x,M. Rashford,14,Substitute,27,1,,8,,,,,,9,,3,1,,,3,,,,,,2,,,1,1,,,1,,,,27,9,1,,5,5,2,,5,,,,,5,8,2,,,5,10,,1,1,10,16,0,1,0,,,,,1,1,,,,,3,,,,,2,1,,,,13,1,1,1,,,,,1,,,,,2,,,,1,,,1,4,,1,,,,,,,2,,,,,1,,,,1,,1,,,,,,1,1,1,,1,,,2,1,,1,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1
agh9ifb2mw3ivjusgedj7c3fe,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,25,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agh9ifb2mw3ivjusgedj7c3fe,2e55g4q93y382cg7h0yk5rtud,M. ter Stegen,1,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
